[2023-05-01T01:32:09.491343-03:00] mvc-app.INFO: Status Code:200 - / [] []
[2023-05-01T01:34:41.223015-03:00] mvc-app.INFO: Petición a: GET / [] []
[2023-05-01T01:34:41.223740-03:00] mvc-app.INFO: Status Code:200 - / [] []
[2023-05-01T01:34:42.854615-03:00] mvc-app.INFO: Petición a: GET / [] []
[2023-05-01T01:34:42.854921-03:00] mvc-app.INFO: Status Code:200 - / [] []
[2023-05-01T01:41:23.879363-03:00] mvc-app.INFO: Petición a: GET / [] []
[2023-05-01T01:41:23.880239-03:00] mvc-app.INFO: Status Code:200 - / [] []
[2023-05-01T01:41:43.007983-03:00] mvc-app.INFO: Petición a: GET /consultarturno [] []
[2023-05-01T01:41:43.008756-03:00] mvc-app.INFO: Status Code:200 - /consultarturno [] []
[2023-05-01T01:41:47.465975-03:00] mvc-app.INFO: Petición a: GET /solicitarturno [] []
[2023-05-01T01:41:47.469527-03:00] mvc-app.INFO: Status Code:200 - /solicitarturno [] []
[2023-05-01T01:41:49.634548-03:00] mvc-app.INFO: Petición a: POST /confirmardatos [] []
[2023-05-01T01:41:49.635598-03:00] mvc-app.INFO: Status Code:200 - /confirmardatos [] []
[2023-05-01T01:41:52.595456-03:00] mvc-app.INFO: Petición a: GET /solicitarturno [] []
[2023-05-01T01:41:52.596946-03:00] mvc-app.INFO: Status Code:200 - /solicitarturno [] []
[2023-05-01T01:41:54.609751-03:00] mvc-app.INFO: Petición a: GET / [] []
[2023-05-01T01:41:54.610632-03:00] mvc-app.INFO: Status Code:200 - / [] []
[2023-05-01T01:43:23.837242-03:00] mvc-app.INFO: Petición a: GET / [] []
[2023-05-01T01:43:23.837854-03:00] mvc-app.INFO: Status Code:200 - / [] []
[2023-05-01T01:43:25.726982-03:00] mvc-app.INFO: Petición a: GET / [] []
[2023-05-01T01:43:25.727500-03:00] mvc-app.INFO: Status Code:200 - / [] []
[2023-05-01T01:43:27.348366-03:00] mvc-app.INFO: Petición a: GET /noticias [] []
[2023-05-01T01:43:27.348848-03:00] mvc-app.INFO: Status Code:200 - /noticias [] []
[2023-05-01T01:43:33.546930-03:00] mvc-app.INFO: Petición a: GET /noticias [] []
[2023-05-01T01:43:33.549044-03:00] mvc-app.INFO: Status Code:200 - /noticias [] []
[2023-05-01T01:43:35.058553-03:00] mvc-app.INFO: Petición a: GET / [] []
[2023-05-01T01:43:35.059448-03:00] mvc-app.INFO: Status Code:200 - / [] []
